nan,nan,nan,nan,25.1,nan,nan,992.347,nan,2017-07-07 17:22:17.501000,2.023,605.243,1.369,15373.565,15,2017-07-07 13:22:11.877785;
nan,nan,nan,nan,25.1,nan,nan,992.35,nan,2017-07-07 17:22:32.431500,2.01,588.202,1.329,15291.618,15,2017-07-07 13:22:25.878778;
nan,nan,nan,nan,25.127,nan,nan,992.313,nan,2017-07-07 17:22:47.361500,2.002,584.276,1.237,15290.611,15,2017-07-07 13:22:40.864519;
nan,nan,nan,nan,25.2,nan,nan,992.393,nan,2017-07-07 17:23:02.291500,1.999,562.067,1.255,15268.366,15,2017-07-07 13:22:55.880888;
nan,nan,nan,nan,25.2,nan,nan,992.347,nan,2017-07-07 17:23:17.225000,1.998,564.895,1.253,15240.77,15,2017-07-07 13:23:10.866316;
nan,nan,nan,nan,25.2,nan,nan,992.34,nan,2017-07-07 17:23:32.158500,2.0,570.812,1.275,15238.803,15,2017-07-07 13:23:25.882999;
nan,nan,nan,nan,25.2,nan,nan,992.293,nan,2017-07-07 17:23:47.088500,1.999,561.416,1.322,15243.79,15,2017-07-07 13:23:40.884101;
nan,nan,nan,nan,25.233,nan,nan,992.32,nan,2017-07-07 17:24:02.018500,1.999,596.334,1.307,15276.97,15,2017-07-07 13:23:55.885291;
nan,nan,nan,nan,25.3,nan,nan,992.36,nan,2017-07-07 17:24:16.948000,2.008,586.752,1.378,15254.961,15,2017-07-07 13:24:10.886167;
nan,nan,nan,nan,25.3,nan,nan,992.333,nan,2017-07-07 17:24:31.877000,2.005,577.707,1.327,15264.77,15,2017-07-07 13:24:25.887336;
nan,nan,nan,nan,25.3,nan,nan,992.313,nan,2017-07-07 17:24:46.807500,2.001,565.288,1.36,15223.917,15,2017-07-07 13:24:40.888277;
nan,nan,nan,nan,25.3,nan,nan,992.327,nan,2017-07-07 17:25:01.737500,1.999,561.863,1.297,15228.895,15,2017-07-07 13:24:55.889333;
nan,nan,nan,nan,25.327,nan,nan,992.327,nan,2017-07-07 17:25:16.666500,2.001,562.174,1.332,15229.171,15,2017-07-07 13:25:10.890392;
nan,nan,nan,nan,25.4,nan,nan,992.333,nan,2017-07-07 17:25:31.597500,2.01,588.464,1.383,15207.163,15,2017-07-07 13:25:25.891448;
nan,nan,nan,nan,25.4,nan,nan,992.293,nan,2017-07-07 17:25:46.527500,2.002,562.413,1.402,15203.877,15,2017-07-07 13:25:40.892559;
nan,nan,nan,nan,25.4,nan,nan,992.293,nan,2017-07-07 17:26:01.458000,2.0,554.506,1.435,15183.256,15,2017-07-07 13:25:54.893487;
nan,nan,nan,nan,25.433,nan,nan,992.313,nan,2017-07-07 17:26:16.388500,2.001,553.586,1.452,15166.023,15,2017-07-07 13:26:09.894547;
nan,nan,nan,nan,25.5,nan,nan,992.333,nan,2017-07-07 17:26:31.317500,2.002,556.191,1.47,15179.791,15,2017-07-07 13:26:24.895781;
nan,nan,nan,nan,25.5,nan,nan,992.34,nan,2017-07-07 17:26:46.248000,2.001,557.778,1.462,15183.434,15,2017-07-07 13:26:39.896884;
nan,nan,nan,nan,25.5,nan,nan,992.3,nan,2017-07-07 17:27:01.178500,1.999,561.329,1.424,15172.926,15,2017-07-07 13:26:54.913338;
nan,nan,nan,nan,25.5,nan,nan,992.307,nan,2017-07-07 17:27:16.108500,2.0,563.113,1.418,15179.307,15,2017-07-07 13:27:09.898949;
nan,nan,nan,nan,25.533,nan,nan,992.34,nan,2017-07-07 17:27:31.038500,2.003,566.47,1.385,15199.135,15,2017-07-07 13:27:24.915451;
nan,nan,nan,nan,25.593,nan,nan,992.313,nan,2017-07-07 17:27:45.969000,2.013,593.043,1.411,15187.239,15,2017-07-07 13:27:39.900878;
nan,nan,nan,nan,25.6,nan,nan,992.32,nan,2017-07-07 17:28:00.900500,2.072,741.698,1.4,15275.508,15,2017-07-07 13:27:54.901936;
nan,nan,nan,nan,25.6,nan,nan,992.287,nan,2017-07-07 17:28:15.830500,2.01,595.239,1.372,15251.112,15,2017-07-07 13:28:09.902997;
nan,nan,nan,nan,25.6,nan,nan,992.307,nan,2017-07-07 17:28:30.761000,2.005,578.603,1.367,15253.308,15,2017-07-07 13:28:24.904048;
nan,nan,nan,nan,25.6,nan,nan,992.253,nan,2017-07-07 17:28:45.690500,2.003,595.258,1.366,15230.825,15,2017-07-07 13:28:39.920730;
nan,nan,nan,nan,25.6,nan,nan,992.253,nan,2017-07-07 17:29:00.621000,2.003,590.152,1.434,15250.893,15,2017-07-07 13:28:54.906159;
nan,nan,nan,nan,25.6,nan,nan,992.22,nan,2017-07-07 17:29:15.551500,2.004,577.815,1.38,15244.641,15,2017-07-07 13:29:09.922841;
nan,nan,nan,nan,25.6,nan,nan,992.253,nan,2017-07-07 17:29:30.480500,2.011,592.273,1.354,15261.715,15,2017-07-07 13:29:24.908272;
nan,nan,nan,nan,25.6,nan,nan,992.235,nan,2017-07-07 17:29:45.410500,2.01,596.266,1.329,15244.62,15,2017-07-07 13:33:42.442026;
nan,nan,nan,nan,25.693,nan,nan,992.252,nan,2017-07-07 17:29:45.410500,2.01,596.266,1.329,15244.62,15,2017-07-07 13:33:50.833243;
nan,nan,nan,nan,25.95,nan,nan,992.2,nan,2017-07-07 17:35:25.844000,2.002,557.261,1.494,15306.396,15,2017-07-07 13:35:19.948891;
nan,nan,nan,nan,26.0,nan,nan,992.167,nan,2017-07-07 17:35:40.773500,2.25,1234.358,1.494,15376.563,15,2017-07-07 13:35:34.949946;
nan,nan,nan,nan,26.0,nan,nan,992.167,nan,2017-07-07 17:35:55.703500,2.239,1231.976,1.516,15716.99,15,2017-07-07 13:35:49.951051;
